movie_id,title,description
1797,Everest (1998),No description available
3615,Dinosaur (2000),No description available
1944,From Here to Eternity (1953),"The lives of Ted and Marion Cole are thrown into disarray when their two adolescent sons die in a car wreck. Marion withdraws from Ted and Ruth, the couple's daughter. Ted, a well-known writer, hires as his assistant a student named Eddie, who looks oddly similar to one of the Coles' dead sons. The couple separate, and Marion begins an affair with Eddie, while Ted has a dalliance with his neighbor Evelyn."
3477,Empire Records (1995),"Marseilles, 1919. Georges Sarret is a distinguished and respected lawyer, recently honoured for his services in the First World War. He takes as his lover Philomène Schmidt, a young German woman, who has just lost her job and home. To enable Philomène to remain in France, Georges finds her a husband – who dies conveniently of natural causes a month after the wedding. Georges repeats the trick with Philomène's sister, Catherine – marrying her off to an old man who dies suddenly so that the scheming trio can profit from his life insurance. When an accomplice in the scheme, Marcel Chambon, threatens to blackmail them, Georges and his two lovers have no option but to kill him and his mistress..."
336,"Walking Dead, The (1995)","At the beginning of the 1913 Mexican Revolution, greedy bandit Juan Miranda and idealist John H. Mallory, an Irish Republican Army explosives expert on the lam from the British, fall in with a band of revolutionaries plotting to strike a national bank. When it turns out that the government has been using the bank as a hiding place for illegally detained political prisoners -- who are freed by the blast -- Miranda becomes a revolutionary hero against his will."
15,Cutthroat Island (1995),"Newspaper magnate Charles Foster Kane is taken from his mother as a boy and made the ward of a rich industrialist. As a result, every well-meaning, tyrannical or self-destructive move he makes for the rest of his life appears in some way to be a reaction to that deeply wounding event."
19,Ace Ventura: When Nature Calls (1995),"In a futuristic city sharply divided between the rich and the poor, the son of the city's mastermind meets a prophet who predicts the coming of a savior to mediate their differences."
1010,"Love Bug, The (1969)",No description available
1011,Herbie Rides Again (1974),No description available
3483,"Road to El Dorado, The (2000)","Fu Manchu inoculates ten women with poison, to kill ten world leaders."
2827,"Astronaut's Wife, The (1999)",No description available
410,Addams Family Values (1993),When you read the title ‘Summer on the Balcony’ you probably think it will be a light Berlin summer comedy but it’s not. This film is an intimate study of two women friends who come to each other because of troubles with everyday life and with men and thus try to enjoy a life based on their ideas.
346,Backbeat (1993),"A samurai answers a village's request for protection after he falls on hard times. The town needs protection from bandits, so the samurai gathers six others to help him teach the people how to defend themselves, and the villagers provide the soldiers with food."
419,"Beverly Hillbillies, The (1993)",Director helmut Dietls and Patric Susskinds illustrate a legendary story of two lovers who cant keep themselves away from death.
423,Blown Away (1994),"The true story of pianist Władysław Szpilman's experiences in Warsaw during the Nazi occupation. When the Jews of the city find themselves forced into a ghetto, Szpilman finds work playing in a café; and when his family is deported in 1942, he stays behind, works for a while as a laborer, and eventually goes into hiding in the ruins of the war-torn city."
280,Murder in the First (1995),"Set ten years after the events of the original, James Cameron’s classic sci-fi action flick tells the story of a second attempt to get the rid of rebellion leader John Connor, this time targeting the boy himself. However, the rebellion has sent a reprogrammed terminator to protect Connor."
360,I Love Trouble (1994),No description available
2857,Yellow Submarine (1968),
513,Radioland Murders (1994),"In a barren, arranged marriage to an amateur swami who seeks enlightenment through celibacy, Radha's life takes an irresistible turn when her beautiful young sister-in-law seeks to free herself from the confines of her own loveless marriage."
514,"Ref, The (1994)",No description available
516,Renaissance Man (1994),No description available
374,Richie Rich (1994),No description available
54,"Big Green, The (1995)",No description available
376,"River Wild, The (1994)",No description available
453,For Love or Money (1993),"Brilliant mathematician, John Nash, is on the brink of international acclaim when he becomes entangled in a mysterious conspiracy."
533,"Shadow, The (1994)","Cheese-loving eccentric Wallace and his cunning canine pal, Gromit, investigate a mystery in Nick Park's animated adventure, in which the lovable inventor and his intrepid pup run a business ridding the town of garden pests. Using only humane methods that turn their home into a halfway house for evicted vermin, the pair stumble upon a mystery involving a voracious vegetarian monster that threatens to ruin the annual veggie-growing contest."
534,Shadowlands (1993),"All grown up in post-apocalyptic 2018, John Connor must lead the resistance of humans against the increasingly dominating militaristic robots. But when Marcus Wright appears, his existence confuses the mission as Connor tries to determine whether Wright has come from the future or the past -- and whether he's friend or foe."
2016,"Apple Dumpling Gang Rides Again, The (1979)","1943. They have never stepped foot on French soil but because France was at war, Said, Abdelkader, Messaoud and Yassir enlist in the French Army, along with 130,000 other “indigenous” soldiers, to liberate the “fatherland” from the Nazi enemy. Heroes that history has forgotten…"
2965,"Omega Code, The (1999)","In the 19th century, an expert marine biologist is hired by the government to determine what's sinking ships all over the ocean. His daughter follows him. They are intercepted by a mysterious captain Nemo and his incredible submarine."
486,Life with Mikey (1993),No description available
3926,Voyage to the Bottom of the Sea (1961),No description available
159,Clockers (1995),The heterosexual man Axel is thrown out of his girlfriends home for cheating and ends up moving in with a gay man. Axel learns the advantages of living with gay men even though they are attracted to him and when his girlfriend wants him back he must make a tough decision.
1054,Get on the Bus (1996),No description available
89,Nick of Time (1995),"In 1938, an art collector appeals to eminent archaeologist Dr. Indiana Jones to embark on a search for the Holy Grail. Indy learns that a medieval historian has vanished while searching for it, and the missing man is his own father, Dr. Henry Jones Sr.. He sets out to rescue his father by following clues in the old man's notebook, which his father had mailed to him before he went missing. Indy arrives in Venice, where he enlists the help of a beautiful academic, Dr. Elsa Schneider, along with Marcus Brody and Sallah. Together they must stop the Nazis from recovering the power of eternal life and taking over the world!"
3861,"Replacements, The (2000)",No description available
3509,Black and White (1999),An undercover cop in a not-too-distant future becomes involved with a dangerous new drug and begins to lose his own identity as a result.
3390,Shanghai Surprise (1986),No description available
3616,Loser (2000),No description available
23,Assassins (1995),No description available
2007,Polish Wedding (1998),Augusto and Michaela Odone are dealt a cruel blow by fate when their five-year-old son Lorenzo is diagnosed with a rare and incurable disease. But the Odones' persistence and faith leads to an unorthodox cure which saves their boy and re-writes medical history.
1337,"Body Snatcher, The (1945)",No description available
2500,Jawbreaker (1999),No description available
3617,Road Trip (2000),No description available
3553,Gossip (2000),No description available
886,Bulletproof (1996),An up-and-coming poker player tries to prove himself in a high-stakes match against a long-time master of the game.
93,Vampire in Brooklyn (1995),"Semi-retired Michigan lawyer Paul Biegler takes the case of Army Lt. Manion, who murdered a local innkeeper after his wife claimed that he raped her. Over the course of an extensive trial, Biegler parries with District Attorney Lodwick and out-of-town prosecutor Claude Dancer to set his client free, but his case rests on the victim's mysterious business partner, who's hiding a dark secret."
1177,Enchanted April (1991),No description available
571,"Wedding Gift, The (1994)",Thousands of birds flock into a seaside town and terrorize the residents in a series of deadly attacks.
718,"Visitors, The (Les Visiteurs) (1993)",No description available
2120,Needful Things (1993),Death as a global service provider? Unthinkable! So far Death has thought that too. But then his nephew Cedric had the crazy idea of founding the company AFTER LIFE while his uncle was away. This company takes over the craft of death with the latest technology and markets it worldwide.
1184,Mediterraneo (1991),No description available
580,Princess Caraboo (1994),"After another deadly shark attack, Ellen Brody decides she has had enough of New England's Amity Island and moves to the Caribbean to join her son, Michael, and his family. But a great white shark has followed her there, hungry for more lives."
1190,Tie Me Up! Tie Me Down! (1990),No description available
735,Cemetery Man (Dellamorte Dellamore) (1994),No description available
1342,Candyman (1992),No description available
1417,"Portrait of a Lady, The (1996)","Living with her tyrannical stepfather in a new home with her pregnant mother, 10-year-old Ofelia feels alone until she explores a decaying labyrinth guarded by a mysterious faun who claims to know her destiny. If she wishes to return to her real father, Ofelia must complete three terrifying tasks."
1352,Albino Alligator (1996),No description available
1280,Raise the Red Lantern (1991),"A young man, whose only possession is a motorcycle, spends his time riding around the city looking for empty apartments. After finding one, he hangs out for a while, fixing himself something to eat, washing laundry or making small repairs in return. He always tries to leave before the owners get back but in one ostensibly empty mansion he meets the abused wife of a rich man and she escapes with him."
2232,Cube (1997),"Paul and Paula have had bad experiences with love: Paul is financially well off but has lost all affection for his wife, and Paula leads a troublesome life raising two children on her own. They meet and discover a strong passion for each other. Life seems like a dream when they're together - but their short flights from the burdens of reality are once and again interrupted by Paul's ties to family and career."
2162,"NeverEnding Story II: The Next Chapter, The (1990)",A store clerk and an ice cream truck driver are thrown together when a dying scientist entrusts them with a deadly chemical kept in ice. This chemical will kill every living thing once it melts. They have to take the chemical codenamed 'Elvis' to the next nearest military base while being chased by terrorists who want it to hold the country for ransom.
2165,Your Friends and Neighbors (1998),"As the heir and current marketing director for one of the nation's biggest gun manufacturers, Liberty Wallace is indifferent to the atrocities made possible through her business and her CEO husband, Victor. On her way to see her actor lover, Liberty ends up chained to a food cart full of explosives -- all at the insistence of ""Joe"", a sniper whose young daughter was a victim of gun violence, and who now has Liberty in his sights."
1290,Some Kind of Wonderful (1987),No description available
1365,Ridicule (1996),A prison guard begins a tentative romance with the unsuspecting widow of a man whose execution he presided over.
766,I Shot Andy Warhol (1996),"Ash, a handsome, shotgun-toting, chainsaw-armed department store clerk, is time warped backwards into England's Dark Ages, where he romances a beauty and faces legions of the undead."
2315,Bride of Chucky (1998),No description available
1522,Ripe (1996),No description available
2328,Vampires (1998),No description available
2264,We're No Angels (1989),"Germany in the autumn of 1957: Lola, a seductive cabaret singer-prostitute exults in her power as a temptress of men, but she wants out—she wants money, property, and love. Pitting a corrupt building contractor against the new straight-arrow building commissioner, Lola launches an outrageous plan to elevate herself in a world where everything, and everyone, is for sale. Shot in childlike candy colors, Fassbinder’s homage to Josef von Sternberg’s classic The Blue Angel stands as a satiric tribute to capitalism."
3067,Women on the Verge of a Nervous Breakdown (1988),"A scientist who is obsessed with creating life finally does it, with tragic results."
1609,187 (1997),"Jimmy Grimble is a shy Manchester school boy. At school he is constantly being bullied by the other kids, and at home he has to face his mother's new boyfriend. However, through football, and some special boots, he manages to gain the confidence to succeed and leads his school football team towards the final of the local schools cup."
1611,My Own Private Idaho (1991),"The movie deals with the championship-winning German soccer team of 1954. Its story is linked with two others: The family of a young boy is split due to the events in World War II, and the father returns from Russia after eleven years. The second story is about a reporter and his wife reporting from the tournament."
3078,Liberty Heights (1999),A rogue reporter trailing a runaway heiress for a big story joins her on a bus heading from Florida to New York and they end up stuck with each other when the bus leaves them behind at one of the stops along the way.
2349,Mona Lisa (1986),"It all starts with a bang. The car breaks through the crash barrier and falls off the bridge. The lights go out. After that, he is not able to see anymore. His optic nerve is severed, from now on the young stage-director Jakob is blind. His life will change and nothing will ever be the same. Jakob cannot handle the idea of never being able to see again and screams at the only woman who is able and willing to help him, Lily. A rehabilitation teacher, she helps the blind deal with the darkness. Lily has been living with it since birth, she too is blind."
1623,Wishmaster (1997),The new warden of a small prison farm in Arkansas tries to clean it up of corruption after initially posing as an inmate.
1627,U Turn (1997),"In 1798, a feral boy is discovered outside the town of Aveyron, France. Diagnosed as mentally impaired, he is relegated to an asylum. A young doctor named Jean Itard becomes convinced that the boy has normal mental capacity, but that his development was hindered by lack of contact with society. He brings the boy home and begins an arduous attempt at education over several years."
1483,Crash (1996),"Begotten is the creation myth brought to life, the story of no less than the violent death of God and the (re)birth of nature on a barren earth."
950,"Thin Man, The (1934)","Diego, Manny and Sid return in this sequel to the hit animated movie Ice Age. This time around, the deep freeze is over, and the ice-covered earth is starting to melt, which will destroy the trio's cherished valley. The impending disaster prompts them to reunite and warn all the other beasts about the desperate situation."
3307,City Lights (1931),No description available
3092,Chushingura (1962),"Working-class British housewife Myra Savage reinvents herself as a medium, holding seances in the sitting room of her home with the hidden assistance of her under-employed, asthmatic husband, Billy. In an attempt to enhance her credibility as a psychic, Myra hatches an elaborate, ill-conceived plot to kidnap a wealthy couple's young daughter so that she can then help the police ""find"" the missing girl."
893,Mother Night (1996),Die Polizistin is a documentary by Andreas Dresen about the life of a young police woman who is faced with the difficulties between her responsibilities at work and her personal responsibilities.
2517,Christine (1983),"In a small Tokyo apartment, twelve-year-old Akira must care for his younger siblings after their mother leaves them and shows no sign of returning."
100,City Hall (1996),A card shark and his unwillingly-enlisted friends need to make a lot of cash quick after losing a sketchy poker match. To do this they decide to pull a heist on a small-time gang who happen to be operating out of the flat next door.
3179,Angela's Ashes (1999),"Slacker duo Beavis and Butt-Head wake to discover their TV has been stolen. Their search for a new one takes them on a clueless adventure across America, during which they manage to accidentally become America's most wanted."
1648,"House of Yes, The (1997)","Bill and Ted are high school buddies starting a band. They are also about to fail their history class—which means Ted would be sent to military school—but receive help from Rufus, a traveller from a future where their band is the foundation for a perfect society. With the use of Rufus' time machine, Bill and Ted travel to various points in history, returning with important figures to help them complete their final history presentation."
3326,What Planet Are You From? (2000),No description available
1726,"Postman, The (1997)","After being held captive in an Afghan cave, billionaire engineer Tony Stark creates a unique weaponized suit of armor to fight evil."
2606,Idle Hands (1999),No description available
126,"NeverEnding Story III, The (1994)","A dramatisation of the workers' protests in June 1976 in Radom, seen from the perspective of the local Secretary of the Polish United Workers' Party. [Produced in 1981, but not commercially released until 1996.]"
3342,Birdy (1984),No description available
1816,Two Girls and a Guy (1997),"A group of dancers congregate on the stage of a Broadway theatre to audition for a new musical production directed by Zach. After the initial eliminations, seventeen hopefuls remain, among them Cassie, who once had a tempestuous romantic relationship with Zach. She is desperate enough for work to humble herself and audition for him; whether he's willing to let professionalism overcome his personal feelings about their past remains to be seen."
3285,"Beach, The (2000)",No description available
1686,Red Corner (1997),"Lacking a formal narrative, Warhol's mammoth film follows various residents of the Chelsea Hotel in 1966 New York City. The film was intended to be screened via dual projector set-up."
148,"Awfully Big Adventure, An (1995)",A touching story of a deaf girl who is sent to an oil rig to take care of a man who has been blinded in a terrible accident. The girl has a special ability to communicate with the men on board and especially with her patient as they share intimate moments together that will change their lives forever.
3437,Cool as Ice (1991),"Emilio Fernandez directs Dolores Del Rio and Pedro Armendariz in a classic tale of family and obsession. Raimunda's daughter Acacia hates her stepfather Esteban, and in order to escape her suffocating home life she's accepted a marriage proposal from a man she doesn't even love. But Esteban has become obsessed with Acacia, and in order to ensure that she doesn't leave he's plotting to murder the girl's unsuspecting fiancée. As Esteban's true nature emerges, mother and daughter must band together to support one another and make sure that their family bond remains strong even in the darkest of times."
1769,"Replacement Killers, The (1998)",No description available
1913,Picnic at Hanging Rock (1975),"The Sea Inside is about Spaniard Ramón Sampedro, who fought a 30-year campaign to win the right to end his life with dignity. It is the story of Ramón’s relationships with two women: Julia a lawyer who supports his cause, and Rosa, a local woman who wants to convince him that life is worth living."
1848,"Borrowers, The (1997)","Private eye Philip Marlowe and his bride move to a desert town, where he uncovers a land scheme."
307,Three Colors: Blue (1993),"During the Nazi occupation of Rome in 1944, the leader of the Resistance is chased by the Nazis as he seeks refuge and a way to escape."
309,"Red Firecracker, Green Firecracker (1994)","During a family gathering, a celebration for their father's 60th birthday, the eldest son presents a speech that reveals a shocking secret to everyone."
242,Farinelli: il castrato (1994),"In the midst of trying to legitimize his business dealings in 1979 New York and Italy, aging mafia don, Michael Corleone seeks forgiveness for his sins while taking a young protege under his wing."
177,Lord of Illusions (1995),Two troubled men face their terrible destinies and events of their past as they join together on a mission to find the Holy Grail and thus to save themselves.
3605,King Creole (1958),No description available
3464,Solar Crisis (1993),No description available
1861,Junk Mail (1997),Take The Bridge is a 2007 independent film from Sergio M. Castilla about four young adults who all try to commit suicide on the same day and how they meet up and become friends. The film Premiering at the 2007 Tribeca Film Festival.
3393,Date with an Angel (1987),No description available
322,Swimming with Sharks (1995),The lives of three men who were childhood friends are shattered when one of them suffers a family tragedy.
326,To Live (Huozhe) (1994),"FBI agent Neville Flynn boards a flight from Honolulu, Hawaii to Los Angeles, escorting a key witness to testify against a mob boss at an upcoming trial. An on-board assassin releases a crate full of hundreds of deadly venomous snakes in an attempt to eliminate the witness. Flynn and a host of frightened passengers and crew must band together to survive the slithery threat."
184,Nadja (1994),"Jackie Brown is a flight attendant who gets caught in the middle of smuggling cash into the country for her gunrunner boss. When the cops try to use Jackie to get to her boss, she hatches a plan — with help from a bail bondsman — to keep the money for herself."
259,Kiss of Death (1995),"Antoine is now 30, working as a proofreader and getting divorced from his wife. It's the first ""no-fault"" divorce in France and a media circus erupts, dredging up Antoine's past. Indecisive about his new love with a store clerk, he impulsively takes off with an old flame."
188,"Prophecy, The (1995)",No description available
3478,"Bamba, La (1987)","Historical evocation of Ludwig, king of Bavaria, from his crowning in 1864 until his death in 1886, as a romantic hero. Fan of Richard Wagner, betrayed by him, in love with his cousin Elisabeth of Austria, abandoned by her, tormented by his homosexuality, he will little by little slip towards madness."
190,Safe (1995),A German Documentary about the “village of friendship” that was created by American Veteran George Mizo to help the Vietnamese kids suffering from the Vietnam War.
193,Showgirls (1995),Captain Jean-Luc Picard and the crew of the Enterprise-D find themselves at odds with the renegade scientist Soran who is destroying entire star systems. Only one man can help Picard stop Soran's scheme...and he's been dead for seventy-eight years.
18,Four Rooms (1995),"In 2257, a taxi driver is unintentionally given the task of saving a young girl who is part of the key that will ensure the survival of humanity."
268,Little Odessa (1994),"Batman must face his most ruthless nemesis when a deformed madman calling himself ""The Joker"" seizes control of Gotham's criminal underworld."
3620,"Myth of Fingerprints, The (1997)",No description available
3550,"Hunger, The (1983)",No description available
2750,Radio Days (1987),"Manchester, 1976. Tony Wilson is an ambitious but frustrated local TV news reporter looking for a way to make his mark. After witnessing a life-changing concert by a band known as the Sex Pistols, he persuades his station to televise one of their performances, and soon Manchester's punk groups are clamoring for him to manage them. Riding the wave of a musical revolution, Wilson and his friends create the legendary Factory Records label and The Hacienda club."
1950,In the Heat of the Night (1967),A professional poker player whose astounding luck at the table fails to translate into his lonesome love life attempts to win the World Series of Poker while simultaneously earning the affections of a beautiful Las Vegas singer.
3557,Jennifer 8 (1992),
341,Double Happiness (1994),"Vincent's life is on hold until he finds his wife's killer. Alice, his neighbor, is convinced she can make him happy. She decides to invent a culprit, so that Vincent can find revenge and leave the past behind. But there is no ideal culprit and no perfect crime."
415,Another Stakeout (1993),Batman and Robin deal with relationship issues while preventing Mr. Freeze and Poison Ivy from attacking Gotham City.
22,Copycat (1995),"Jack Sparrow, a freewheeling 18th-century pirate, quarrels with a rival pirate bent on pillaging Port Royal. When the governor's daughter is kidnapped, Sparrow decides to help the girl's love save her."
427,Boxing Helena (1993),"Genial, bumbling Monsieur Hulot loves his top-floor apartment in a grimy corner of the city, and cannot fathom why his sister's family has moved to the suburbs. Their house is an ultra-modern nightmare, which Hulot only visits for the sake of stealing away his rambunctious young nephew. Hulot's sister, however, wants to win him over to her new way of life, and conspires to set him up with a wife and job."
281,Nobody's Fool (1994),"Former policeman Lenny Nero has moved into a more lucrative trade: the illegal sale of virtual reality-like recordings that allow users to experience the emotions and past experiences of others. While they typically contain tawdry incidents, Nero is shocked when he receives one showing a murder."
358,Higher Learning (1995),No description available
3571,Time Code (2000),No description available
436,Color of Night (1994),A pregnant Colombian teenager becomes a drug mule to make some desperately needed money for her family.
290,Once Were Warriors (1994),A renowned New York playwright is enticed to California to write for the movies and discovers the hellish truth of Hollywood.
365,Little Buddha (1993),No description available
2851,Saturn 3 (1979),
2781,"Tingler, The (1959)",No description available
2787,Cat's Eye (1985),"When their ship crash-lands on a remote planet, the marooned passengers soon learn that escaped convict Riddick isn't the only thing they have to fear. Deadly creatures lurk in the shadows, waiting to attack in the dark, and the planet is rapidly plunging into the utter blackness of a total eclipse. With the body count rising, the doomed survivors are forced to turn to Riddick with his eerie eyes to guide them through the darkness to safety. With time running out, there's only one rule: Stay in the light."
519,Robocop 3 (1993),No description available
448,Fearless (1993),No description available
55,Georgia (1995),"A fatalistic car crash in Mexico city sets off a chain of events in the lives of three people: a supermodel, a young man wanting to run off with his sister-in-law, and a homeless man. Their lives are catapulted into unforeseen situations instigated by the seemingly inconsequential destiny of a dog."
1051,Trees Lounge (1996),Tough narcotics detective 'Popeye' Doyle is in hot pursuit of a suave French drug dealer who may be the key to a huge heroin-smuggling operation.
2793,"American Werewolf in Paris, An (1997)",
522,Romper Stomper (1992),"The mostly true story of the legendary ""worst director of all time"", who, with the help of his strange friends, filmed countless B-movies without ever becoming famous or successful."
382,Wolf (1994),No description available
456,Fresh (1994),No description available
3747,Jesus' Son (1999),No description available
1211,Wings of Desire (Der Himmel über Berlin) (1987),No description available
2956,Someone to Watch Over Me (1987),"Part of the artificial-creature series encompassing Der Golem (1914 and 1920), Alraune (1918, 1928, 1930) and Metropolis (1926), 'Homunculus' was the most popular serial in Germany during World War I even influencing the dress of fashionable Berlin. Foenss, a Danish star, is the perfect creature manufactured in a laboratory by Kuehne. Having discovered his origins, that he has no 'soul' and is incapable of love, he revenges himself on mankind, instigating revolutions and becoming a monstrous but beautiful tyrant, relentlessly pursued by his creator-father who seeks to rectify his mistake."
611,Hellraiser: Bloodline (1996),No description available
617,"Flower of My Secret, The (La Flor de Mi Secreto) (1995)","When teen-socialite Kelly Van Ryan and troubled bad girl Suzie Toller accuse guidance counselor Sam Lombardo of rape, he's suspended by the school, rejected by the town, and fighting to get his life back. One cop suspects conspiracy, but nothing is what it seems..."
3764,F/X 2 (1992),"A family of four are the sole inhabitants of a small island, where they struggle each day to irrigate their crops."
482,Killing Zoe (1994),Cool black private eye John Shaft is hired by a crime lord to find and retrieve his kidnapped daughter.
3918,Hellbound: Hellraiser II (1988),No description available
3919,Hellraiser III: Hell on Earth (1992),No description available
1305,"Paris, Texas (1984)",No description available
2038,"Cat from Outer Space, The (1978)","Chappy discovers a drug-smuggling scheme at his own air base. It turns out that the lives of some village people in Peru are at stake, and he decides to fly there with ancient airplanes and friends to free them."
561,Killer (Bulletproof Heart) (1994),"John Constantine has literally been to Hell and back. When he teams up with a policewoman to solve the mysterious suicide of her twin sister, their investigation takes them through the world of demons and angels that exists beneath the landscape of contemporary Los Angeles."
2112,Grand Canyon (1991),"With friends like these, who needs enemies? That's the question bad guy Porter is left asking after his wife and partner steal his heist money and leave him for dead -- or so they think. Five months and an endless reservoir of bitterness later, Porter's partners and the crooked cops on his tail learn how bad payback can be."
2114,"Outsiders, The (1983)","Led by a strange dream, scientist Aki Ross struggles to collect the eight spirits in the hope of creating a force powerful enough to protect the planet. With the aid of the Deep Eyes Squadron and her mentor, Dr. Sid, Aki must save the Earth from its darkest hate and unleash the spirits within."
1173,"Cook the Thief His Wife & Her Lover, The (1989)",No description available
3049,How I Won the War (1967),"He's Ace Ventura: Pet Detective. Jim Carrey is on the case to find the Miami Dolphins' missing mascot and quarterback Dan Marino. He goes eyeball to eyeball with a man-eating shark, stakes out the Miami Dolphins and woos and wows the ladies. Whether he's undercover, under fire or underwater, he always gets his man… or beast!"
3217,"Star Is Born, A (1937)","Teenagers Scott and Mary are on their way to a Halloween party when their car breaks down, and they encounter a creepy castle where the depraved Dr. Frankenstein seeks to put Scott's brain in his monstrous creation. As for Mary, Count Dracula wants her for... well, you know."
2788,And Now for Something Completely Different (1971),"A small circle of friends suffering from post-collegiate blues must confront the hard truth about life, love and the pursuit of gainful employment. As they struggle to map out survival guides for the future, the Gen-X quartet soon begins to realize that reality isn't all it's cracked up to be."
3672,Benji (1974),No description available
2786,Haunted Honeymoon (1986),"Pierrot escapes his boring society and travels from Paris to the Mediterranean Sea with Marianne, a girl chased by hit-men from Algeria. They lead an unorthodox life, always on the run."
3794,Chuck & Buck (2000),No description available
3797,"In Crowd, The (2000)",No description available
2310,"Mighty, The (1998)","A 6th-century Scandinavian warrior named Beowulf embarks on a mission to slay the man-like ogre, Grendel."
3820,Thomas and the Magic Railroad (2000),No description available
3694,"Toxic Avenger, Part II, The (1989)",Lawyer Tony Green has to pay a two-million-dollar check as compensation to the widow of a wealthy businessman who died as a result of an explosion on the plane immediately after take-off. Tony has to reach the widow who is currently abroad.
1228,Raging Bull (1980),No description available
2057,"Incredible Journey, The (1963)","A young man is plunged into a life of subterfuge, deceit and mistaken identity in pursuit of a femme fatale whose heart is never quite within his grasp"
3024,Piranha (1978),"In this Dan Curtis production of the Robert Louis Stevenson classic, Jack Palance stars as Dr. Henry Jekyll, a scientist experimenting to reveal the hidden, dark side of man, who, in the process of his experiment, releases a murderer from within himself."
695,True Crime (1995),"Many loosely connected characters cross paths in this film, based on the stories of Raymond Carver. Waitress Doreen Piggot accidentally runs into a boy with her car. Soon after walking away, the child lapses into a coma. While at the hospital, the boy's grandfather tells his son, Howard, about his past affairs. Meanwhile, a baker starts harassing the family when they fail to pick up the boy's birthday cake."
2184,"Trouble with Harry, The (1955)",
2364,Godzilla (Gojira) (1984),No description available
2365,King Kong vs. Godzilla (Kingukongu tai Gojira) (1962),No description available
3328,Ghost Dog: The Way of the Samurai (1999),No description available
2615,My Science Project (1985),No description available
1862,Species II (1998),"In Berlin in 1961, an American soldier and a German engineer join forces to build a tunnel under the Berlin Wall in order to smuggle out refugees, including the soldier's East German girlfriend."
2744,Otello (1986),No description available
3663,Puppet Master 4 (1993),No description available
3664,Puppet Master 5: The Final Chapter (1994),No description available
392,"Secret Adventures of Tom Thumb, The (1993)","A mother and daughter move to a small French town where they open a chocolate shop. The town, religious and morally strict, is against them, as they represent free-thinking and indulgence. When a group of gypsies arrive by riverboat, the Mayor's prejudices lead to a crisis."
2891,"Happy, Texas (1999)","Based on the autobiographical work of New Zealand writer Janet Frame, this production depicts the author at various stage of her life. Afflicted with mental and emotional issues, Frame grows up in an impoverished family and experiences numerous tragedies while still in her youth, including the deaths of two of her siblings. Portrayed as an adult by Kerry Fox, Frame finds acclaim for her writing while still in a mental institution, and her success helps her move on with her life."
3923,Return of the Fly (1959),
1311,Santa with Muscles (1996),No description available
2147,"Clan of the Cave Bear, The (1986)","Documentary following dockers of Liverpool sacked in a labour dispute and their supporters’ group, Women of the Waterfront, as they receive support from around the world and seek solidarity at the TUC conference."
1421,Grateful Dead (1995),At Bertrand Morane's burial there are many of the women that the 40-year-old engineer loved. In flashback Bertrand's life and love affairs are told by himself while writing an autobiographical novel.
3201,Five Easy Pieces (1970),"An employee of a secret company operation becomes the victim of the company's special weapons project. He is transformed into a robotic killing machine that, because of his programming must destroy anything that comes near him."
3134,"Grand Illusion (Grande illusion, La) (1937)","Manu has lived a difficult life. Abused and violently raped, she sets off to find herself only to meet Nadine, a prostitute who has encountered one too many injustices in the world. Angry at the world, they embark on a twisted, rage-filled road trip. They choose to have sex when they please and kill when they need. Leaving a trail of mischief and dead bodies in their wake. Generating a media blitz and manhunt, soon everyone is out to capture the young fugitives."
3224,Woman in the Dunes (Suna no onna) (1964),No description available
3089,"Bicycle Thief, The (Ladri di biciclette) (1948)","Headstrong Thomas Dunson starts a thriving Texas cattle ranch with the help of his faithful trail hand, Groot, and his protégé, Matthew Garth, an orphan Dunson took under his wing when Matt was a boy. In need of money following the Civil War, Dunson and Matt lead a cattle drive to Missouri, where they will get a better price than locally, but the crotchety older man and his willful young partner begin to butt heads on the exhausting journey."
959,Of Human Bondage (1934),No description available
978,"Blue Angel, The (Blaue Engel, Der) (1930)","Austrian mountaineer Heinrich Harrer journeys to the Himalayas without his family to head an expedition in 1939. But when World War II breaks out, the arrogant Harrer falls into Allied forces' hands as a prisoner of war. He escapes with a fellow detainee and makes his way to Llaso, Tibet, where he meets the 14-year-old Dalai Lama, whose friendship ultimately transforms his outlook on life."
3185,Snow Falling on Cedars (1999),No description available
3414,Love Is a Many-Splendored Thing (1955),
3350,"Raisin in the Sun, A (1961)","Thirteen-year-old Anna is intrigued by the secret experiments of her eccentric uncle Victor, but her curiosity soon turns to total terror when she's confronted by Uncle Victor's latest creation - a hideous-looking monster with the soul of a man, stitched together and reanimated from the bodies of the dead."
314,"Secret of Roan Inish, The (1994)","Liquidated after discovering a corporate conspiracy, mild-mannered graphic artist Patience Phillips washes up on an island, where she's resurrected and endowed with the prowess of a cat — and she's eager to use her new skills... as a vigilante. Before you can say ""cat and mouse"", handsome gumshoe Tom Lone is on her tail, fascinated by both of her personas."
1935,How Green Was My Valley (1941),"Louise, who has just written a novel, comes to Paris to meet with a potential publisher. While in the city, she stays with her older sister, Martine, who in many ways is the exact opposite of Louise: she lives in a fashionable neighborhood, is cold to others, and has snobby friends, while Louise lives in a small town and is thoroughly unpretentious. Louise's apparent happiness -- and similarities to their mother -- gradually gets on Martine's nerves."
